RoomsCount;TotalArea;FloorType;WallType;RepairType;BuildingAge;BalconyBlockPresence;ElevatorPresence;BanksCount;BarsCount;KindergartensCount;FillingStationsCount;CafesCount;CinemasCount;SubwayStationcCount;ClothingStoresCount;PublicTransportStopsCount;CulturalParksCount;PizzeriasCount;ChildsClinicsCount;PostOfficesCount;DentalClinicsCount;GroceryStoresCount;ShoppingMallsCount;UniversitiesCount;SchoolsCount;Value
1;49,3;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;21;5;14;1;9;2;0;15;9;2;4;7;2;24;17;5;3;7;4290000
2;49,3;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;21;5;14;1;9;2;0;15;9;2;4;7;2;24;17;5;3;7;4290000
2;49,6;Первый;Кирпичные;Евроремонт;7;Да;Нет;2;0;2;1;0;0;0;0;1;1;1;3;1;2;6;1;0;2;3900000
1;42,8;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;12;1;11;4;2;0;0;2;7;2;4;8;2;11;11;3;27;6;4520000
1;50;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;13;6;6;0;9;1;0;5;5;3;3;0;0;14;9;2;6;1;4500000
3;81,3;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;13;6;6;0;9;1;0;5;5;3;3;0;0;14;9;2;6;1;6900000
3;91;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;13;6;6;0;9;1;0;5;5;3;3;0;0;14;9;2;6;1;9700000
1;37;Не первый и не последний;Кирпичные;Евроремонт;7;Да;Да;4;4;10;3;0;1;0;7;10;1;3;1;1;5;18;7;0;3;3500000
3;84;Не первый и не последний;Монолитные;Евроремонт;7;Да;Нет;3;4;5;2;0;0;0;2;3;1;3;1;1;3;9;5;18;1;5450000
3;86,1;Не первый и не последний;Монолитные;Евроремонт;7;Да;Да;8;1;8;1;2;0;0;2;8;2;3;12;2;8;8;2;19;6;6300000
2;72;Последний;Монолитные;Евроремонт;7;Да;Да;0;0;1;0;0;0;0;1;2;1;0;2;0;1;2;0;0;0;5600000
3;78,2;Не первый и не последний;Монолитные;Евроремонт;7;Да;Да;0;0;1;0;0;0;0;1;2;1;0;2;0;1;2;0;0;0;7200000
2;63;Не первый и не последний;Панельные;Евроремонт;7;Да;Да;4;4;6;3;0;0;0;4;4;0;3;1;1;5;11;7;18;2;4198000
1;42,3;Не первый и не последний;Панельные;Евроремонт;7;Да;Нет;3;0;4;1;0;0;0;3;5;0;0;2;1;6;5;13;0;1;2450000
1;42,6;Не первый и не последний;Панельные;Евроремонт;7;Нет;Да;3;0;4;1;0;0;0;3;5;0;0;2;1;6;5;13;0;1;2500000
1;42,3;Не первый и не последний;Панельные;Евроремонт;7;Нет;Да;3;0;4;1;0;0;0;3;5;0;0;2;1;6;5;13;0;1;2650000
2;58,3;Не первый и не последний;Панельные;Евроремонт;7;Нет;Да;3;0;4;1;0;0;0;3;5;0;0;2;1;6;5;13;0;1;3450000
2;56,2;Не первый и не последний;Панельные;Евроремонт;7;Да;Да;4;1;9;2;0;0;0;3;3;0;0;2;2;8;17;3;0;5;3370000
1;36;Не первый и не последний;Панельные;Евроремонт;7;Да;Да;2;1;6;0;0;0;0;1;13;0;1;0;1;1;5;2;0;2;2250000
1;37;Последний;Панельные;Евроремонт;7;Да;Да;2;1;5;0;0;0;0;1;13;0;1;0;0;1;6;2;0;1;2300000
1;37,2;Первый;Панельные;Евроремонт;7;Да;Да;2;1;5;0;0;0;0;1;13;0;1;0;0;1;6;2;0;1;2300000
3;72;Последний;Панельные;Евроремонт;7;Да;Да;2;1;5;0;0;0;0;1;13;0;1;0;0;1;6;2;0;1;5150000
3;88;Не первый и не последний;Панельные;Евроремонт;7;Да;Да;0;0;7;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;4550000
1;40,4;Не первый и не последний;Панельные;Евроремонт;7;Да;Да;5;0;5;3;2;0;0;3;3;0;0;2;1;5;8;13;0;6;2400000
1;31,8;Не первый и не последний;Смешанные;Евроремонт;7;Да;Да;0;2;6;0;0;0;0;3;3;0;1;1;1;4;5;3;0;3;1850000
2;61,3;Не первый и не последний;Смешанные;Евроремонт;7;Да;Да;3;4;5;2;0;0;0;2;3;1;3;1;1;5;10;6;18;1;4150000
1;23,9;Не первый и не последний;Смешанные;Евроремонт;7;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;3;2;0;3;1600000
1;18,1;Не первый и не последний;Смешанные;Евроремонт;7;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;3;2;0;3;1190000
2;71,7;Не первый и не последний;Смешанные;Евроремонт;7;Да;Да;23;3;8;0;0;0;0;9;10;1;0;5;4;17;19;1;0;5;8150000
2;72;Не первый и не последний;Смешанные;Евроремонт;7;Да;Да;23;3;8;0;0;0;0;9;10;1;0;5;4;17;19;1;0;5;8550000
3;85;Не первый и не последний;Кирпичные;Косметический ремонт;7;Да;Да;27;8;8;5;3;3;1;16;10;0;3;8;4;22;21;10;28;8;6990000
2;75;Не первый и не последний;Кирпичные;Косметический ремонт;7;Да;Да;0;0;2;2;1;0;0;1;4;0;0;0;2;1;3;0;0;1;5000000
1;36,7;Не первый и не последний;Кирпичные;Косметический ремонт;7;Да;Нет;4;4;10;3;0;1;0;7;10;1;3;1;1;5;18;7;0;3;2600000
1;36,7;Не первый и не последний;Кирпичные;Косметический ремонт;7;Да;Да;4;4;10;3;0;1;0;7;10;1;3;1;1;5;18;7;0;3;2600000
3;116;Не первый и не последний;Монолитные;Косметический ремонт;7;Да;Да;21;7;9;5;21;1;2;10;9;2;1;9;2;25;21;6;3;7;8100000
1;42;Не первый и не последний;Панельные;Косметический ремонт;7;Нет;Нет;3;0;4;1;0;0;0;3;5;0;0;2;1;6;5;13;0;1;2450000
3;74;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Нет;4;1;9;2;0;0;0;3;3;0;0;2;2;7;17;3;0;5;4300000
3;79;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;4;1;9;2;0;0;0;3;3;0;0;2;2;7;17;3;0;5;4200000
2;58;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;0;0;7;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;3150000
2;58;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;0;0;7;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;3300000
1;38;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;1;0;4;0;0;0;0;1;9;0;1;0;0;1;4;2;0;1;2350000
2;52;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;1;0;4;0;0;0;0;1;11;0;1;0;0;1;6;2;0;1;3900000
2;52,9;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;4;3;10;3;0;1;0;7;8;1;3;1;1;5;18;7;0;3;3700000
1;38;Не первый и не последний;Панельные;Косметический ремонт;7;Да;Да;3;1;6;1;0;1;0;6;8;0;2;1;0;5;13;4;0;2;2450000
1;19;Не первый и не последний;Смешанные;Косметический ремонт;7;Да;Нет;0;2;3;1;0;0;0;2;2;0;1;0;1;4;3;2;0;3;1250000
2;48;Не первый и не последний;Смешанные;Косметический ремонт;7;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;3;2;0;3;3200000
1;19,3;Не первый и не последний;Смешанные;Косметический ремонт;7;Да;Нет;0;2;3;1;0;0;0;2;2;0;1;0;1;4;3;2;0;3;1250000
1;42,3;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1869000
1;42;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;42;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;42,6;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;42,3;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1869000
1;42,6;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;42,3;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;42;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;43;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1870000
1;42,3;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;1869000
1;43;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;1;6;0;0;0;0;0;2;1;0;1;1870000
1;43;Первый;Панельные;Без ремонта;8;Нет;Нет;0;0;8;0;0;0;0;1;6;0;0;0;0;0;2;1;0;1;1870000
1;42,3;Не первый и не последний;Кирпичные;Дизайнерский ремонт;8;Да;Да;3;1;5;1;0;1;0;6;8;0;2;0;0;5;13;4;0;2;3600000
2;63;Последний;Кирпичные;Дизайнерский ремонт;8;Да;Да;17;10;9;3;17;1;3;26;19;6;0;8;2;24;15;6;20;5;6900000
1;38;Не первый и не последний;Кирпичные;Дизайнерский ремонт;8;Нет;Да;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6350000
3;64;Первый;Панельные;Дизайнерский ремонт;8;Да;Да;7;4;13;1;0;1;0;4;7;2;1;3;2;4;17;3;0;8;3500000
2;67,2;Не первый и не последний;Смешанные;Дизайнерский ремонт;8;Да;Нет;11;3;8;2;1;1;1;9;5;1;2;2;1;9;17;5;0;5;5500000
1;36,43;Не первый и не последний;Смешанные;Дизайнерский ремонт;8;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;2500000
3;72,9;Не первый и не последний;Смешанные;Дизайнерский ремонт;8;Да;Нет;0;2;5;0;0;0;0;3;2;0;1;1;1;4;3;3;0;3;7500000
2;36;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;12;6;14;4;2;0;0;6;6;2;2;9;5;18;21;7;1;6;3960000
2;49;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Нет;12;6;14;4;2;0;0;6;6;2;2;9;5;18;21;7;1;6;4200000
2;58,9;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Нет;12;6;14;4;2;0;0;6;6;2;2;9;5;18;21;7;1;6;5400000
1;31,6;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;0;1;2;0;0;0;0;1;2;0;0;1;1;1;1;0;1;2;2600000
1;34,9;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;0;1;2;0;0;0;0;1;2;0;0;1;1;1;1;0;1;2;2800000
1;36,8;Последний;Кирпичные;Евроремонт;8;Да;Да;3;1;5;1;0;1;0;6;8;0;2;0;0;5;13;4;0;2;3100000
1;39,1;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;4;1;10;3;0;1;0;6;11;1;3;1;1;5;16;7;0;2;2950000
1;26;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;3;1;5;2;2;0;0;2;1;0;2;3;1;3;5;2;0;3;2720000
2;81;Первый;Кирпичные;Евроремонт;8;Нет;Да;3;1;5;2;2;0;0;2;1;0;2;3;1;3;5;2;0;3;6500000
1;30;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;3;1;5;2;2;0;0;2;1;0;2;3;1;3;5;2;0;3;2650000
1;47;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Нет;6;3;10;3;0;2;0;13;8;1;4;1;2;6;19;7;0;3;3450000
3;84,5;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;6;3;10;3;0;2;0;13;8;1;4;1;2;6;19;7;0;3;5700000
3;84,5;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;6;3;10;3;0;2;0;13;8;1;4;1;2;6;19;7;0;3;5700000
2;71,4;Не первый и не последний;Кирпичные;Евроремонт;8;Да;Да;6;3;10;3;0;2;0;13;8;1;4;1;2;6;19;7;0;3;4700000
4;105;Последний;Монолитные;Евроремонт;8;Да;Да;5;1;10;1;5;1;0;2;7;3;1;5;2;14;12;1;1;8;7690000
1;42,8;Не первый и не последний;Монолитные;Евроремонт;8;Да;Да;8;3;6;4;13;3;1;20;5;0;4;3;0;15;14;4;0;5;3800000
1;42;Не первый и не последний;Монолитные;Евроремонт;8;Да;Да;8;3;6;4;13;3;1;20;5;0;4;3;0;15;14;4;0;5;4200000
2;61,4;Не первый и не последний;Монолитные;Евроремонт;8;Да;Да;8;3;6;4;13;3;1;20;5;0;4;3;0;15;14;4;0;5;5300000
3;57;Не первый и не последний;Панельные;Евроремонт;8;Нет;Да;1;0;6;0;0;0;0;1;5;0;0;2;1;4;5;1;0;2;3900000
1;48;Не первый и не последний;Панельные;Евроремонт;8;Да;Да;7;4;13;1;0;1;0;4;7;2;1;3;2;4;17;3;0;8;2650000
1;42,5;Не первый и не последний;Панельные;Евроремонт;8;Да;Да;0;0;7;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;2710000
2;57,6;Первый;Панельные;Евроремонт;8;Нет;Да;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;3150000
1;42,5;Не первый и не последний;Панельные;Евроремонт;8;Нет;Да;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;1;2000000
1;39,5;Не первый и не последний;Смешанные;Евроремонт;8;Да;Нет;11;3;7;2;1;1;1;8;5;1;2;4;1;9;16;5;0;5;3600000
1;40;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;11;3;7;2;1;1;1;8;5;1;2;4;1;9;16;5;0;5;3800000
3;84,1;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;11;3;7;2;1;1;1;8;5;1;2;4;1;9;16;5;0;5;6500000
1;47,9;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;1;3;10;0;0;0;0;4;2;0;0;2;3;6;10;1;0;4;3250000
1;42,6;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;1;3;10;0;0;0;0;4;2;0;0;2;3;6;10;1;0;4;3090000
3;87,5;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;1;3;10;0;0;0;0;4;2;0;0;2;3;6;10;1;0;4;5750000
3;87,4;Не первый и не последний;Смешанные;Евроремонт;8;Нет;Да;1;3;10;0;0;0;0;4;2;0;0;2;3;6;10;1;0;4;8500000
1;33,4;Первый;Смешанные;Евроремонт;8;Да;Да;0;2;5;0;0;0;0;3;2;0;1;1;1;4;3;3;0;3;2050000
1;36,4;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;2250000
3;88,5;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;3800000
3;90,7;Последний;Смешанные;Евроремонт;8;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;4990000
1;25,3;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;0;2;5;0;0;0;0;3;2;0;1;1;1;4;4;3;0;3;1749000
1;25;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;0;2;4;0;0;0;0;3;2;0;1;1;1;4;3;3;0;3;1800000
1;25,3;Не первый и не последний;Смешанные;Евроремонт;8;Да;Да;0;2;4;0;0;0;0;3;2;0;1;1;1;4;3;3;0;3;1800000
2;64;Не первый и не последний;Кирпичные;Косметический ремонт;8;Да;Нет;31;7;9;3;5;3;2;17;6;0;3;3;4;26;19;11;18;10;6400000
1;33,4;Не первый и не последний;Кирпичные;Косметический ремонт;8;Да;Нет;0;1;2;0;0;0;0;1;2;0;0;1;1;1;1;0;1;2;2750000
3;80;Не первый и не последний;Кирпичные;Косметический ремонт;8;Нет;Да;0;1;2;0;0;0;0;1;2;0;0;1;1;1;1;0;1;2;5300000
1;39;Не первый и не последний;Кирпичные;Косметический ремонт;8;Да;Да;3;1;5;1;0;1;0;6;8;0;2;0;0;5;13;4;0;2;2500000
2;61;Не первый и не последний;Кирпичные;Косметический ремонт;8;Да;Нет;6;3;10;3;0;2;0;13;8;1;4;1;2;6;19;7;0;3;3620000
1;26;Не первый и не последний;Монолитные;Косметический ремонт;8;Да;Нет;5;1;10;1;5;1;0;2;7;3;1;5;2;14;12;1;1;8;2650000
1;34;Не первый и не последний;Панельные;Косметический ремонт;8;Нет;Да;2;0;5;0;0;0;0;3;6;0;0;2;1;6;6;11;0;2;1950000
3;80,4;Не первый и не последний;Панельные;Косметический ремонт;8;Да;Нет;3;1;5;1;0;1;0;6;8;0;2;0;0;5;13;4;0;2;4700000
2;59;Не первый и не последний;Панельные;Косметический ремонт;8;Да;Да;0;0;8;0;0;0;0;0;5;0;0;0;0;0;2;1;0;2;2850000
2;59;Не первый и не последний;Панельные;Косметический ремонт;8;Да;Да;0;0;8;0;0;0;0;1;5;0;0;0;0;0;2;1;0;2;3400000
1;42,5;Последний;Панельные;Косметический ремонт;8;Нет;Да;0;0;8;0;0;0;0;1;6;0;0;0;0;0;2;1;0;1;2300000
1;32;Не первый и не последний;Панельные;Косметический ремонт;8;Нет;Нет;0;0;8;0;0;0;0;1;6;0;0;0;0;0;2;1;0;1;2050000
2;58;Не первый и не последний;Панельные;Косметический ремонт;8;Да;Нет;0;0;8;0;0;0;0;1;6;0;0;0;0;0;2;1;0;1;3600000
2;58,2;Не первый и не последний;Панельные;Косметический ремонт;8;Да;Нет;0;0;8;0;0;0;0;1;5;0;0;0;0;0;2;1;0;2;3090000
3;73,2;Последний;Панельные;Косметический ремонт;8;Да;Да;3;1;7;0;0;1;0;6;8;0;2;1;0;5;14;4;0;2;4850000
1;37,4;Не первый и не последний;Панельные;Косметический ремонт;8;Да;Да;3;1;7;0;0;1;0;6;8;0;2;1;0;5;14;4;0;2;2560000
2;67,6;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Нет;11;3;8;2;1;1;1;9;5;1;2;2;1;9;17;5;0;5;5500000
2;53;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Нет;0;2;5;0;0;0;0;3;2;0;1;1;1;4;4;3;0;3;3100000
2;54,1;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Да;0;2;4;1;0;0;0;3;2;0;1;0;1;4;3;3;0;3;2790000
1;19,5;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Нет;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;1450000
1;20,2;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Нет;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;1230000
2;63;Последний;Смешанные;Косметический ремонт;8;Да;Да;0;2;3;1;0;0;0;2;2;0;1;0;1;4;1;0;0;1;3200000
1;29;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Да;0;2;5;0;0;0;0;3;2;0;1;1;1;4;4;3;0;3;1800000
1;19,2;Не первый и не последний;Смешанные;Косметический ремонт;8;Да;Да;0;2;4;0;0;0;0;3;2;0;1;1;1;4;3;3;0;3;1200000
3;97,7;Не первый и не последний;Монолитные;Без ремонта;9;Да;Да;10;1;10;1;5;1;0;2;7;3;2;9;2;18;13;2;1;8;5800000
3;72;Не первый и не последний;Панельные;Без ремонта;9;Да;Да;3;4;11;0;0;0;0;2;14;0;1;3;3;7;9;0;0;8;2980000
2;76;Последний;Панельные;Без ремонта;9;Нет;Нет;0;0;8;0;0;0;0;1;5;0;0;0;0;2;3;1;0;1;3600000
1;46,5;Первый;Кирпичные;Дизайнерский ремонт;9;Нет;Да;15;5;12;4;3;3;1;27;7;1;5;4;1;15;18;6;0;7;3860000
3;89,4;Не первый и не последний;Кирпичные;Дизайнерский ремонт;9;Да;Да;7;4;14;1;0;1;0;4;7;3;1;3;2;5;18;3;0;8;4450000
5;192;Последний;Кирпичные;Дизайнерский ремонт;9;Да;Да;22;22;8;6;34;3;1;62;6;5;5;3;1;29;13;2;18;3;29900000
1;51,3;Не первый и не последний;Кирпичные;Дизайнерский ремонт;9;Да;Нет;22;22;8;6;34;3;1;62;6;5;5;3;1;29;13;2;18;3;5550000
2;51;Не первый и не последний;Кирпичные;Дизайнерский ремонт;9;Да;Да;22;22;8;6;34;3;1;62;6;5;5;3;1;29;13;2;18;3;5600000
2;85;Не первый и не последний;Кирпичные;Дизайнерский ремонт;9;Да;Нет;11;3;8;4;15;3;1;23;9;1;4;3;1;17;13;3;1;5;7590000
1;47;Не первый и не последний;Кирпичные;Дизайнерский ремонт;9;Да;Да;11;3;8;4;15;3;1;23;9;1;5;3;1;16;14;3;1;5;4090000
1;27;Не первый и не последний;Монолитные;Дизайнерский ремонт;9;Нет;Нет;14;4;14;1;4;1;1;11;6;2;3;4;2;12;20;9;14;7;2850000
2;55;Не первый и не последний;Монолитные;Дизайнерский ремонт;9;Да;Да;6;3;8;3;2;0;0;4;3;1;0;5;3;9;9;3;3;5;5150000
2;75;Не первый и не последний;Панельные;Дизайнерский ремонт;9;Нет;Да;0;0;9;0;0;0;0;1;5;0;0;0;0;2;4;2;0;2;4000000
1;46;Первый;Кирпичные;Евроремонт;9;Нет;Да;15;5;12;4;3;3;1;27;7;1;5;4;1;15;18;6;0;7;3830000
3;70;Не первый и не последний;Кирпичные;Евроремонт;9;Да;Да;14;5;12;0;6;0;1;10;8;2;2;4;2;12;18;9;14;7;7400000
1;46,2;Не первый и не последний;Кирпичные;Евроремонт;9;Да;Да;2;4;5;2;0;0;0;2;3;1;3;1;0;2;9;5;16;1;3100000
1;46;Не первый и не последний;Кирпичные;Евроремонт;9;Да;Да;3;3;9;1;1;0;0;6;9;0;1;7;3;10;19;5;7;9;3300000
2;72;Не первый и не последний;Кирпичные;Евроремонт;9;Да;Да;26;8;9;5;3;3;1;17;10;0;3;8;4;23;20;10;27;7;5650000
2;80,5;Не первый и не последний;Кирпичные;Евроремонт;9;Да;Да;11;3;8;4;15;3;1;23;9;1;4;3;1;17;13;3;1;5;6800000
1;34;Не первый и не последний;Монолитные;Евроремонт;9;Нет;Да;10;6;13;0;10;1;0;6;7;3;4;4;3;25;14;4;3;8;2400000
2;64;Не первый и не последний;Монолитные;Евроремонт;9;Да;Да;10;6;13;0;10;1;0;6;7;3;4;4;3;25;14;4;3;8;4250000
1;37;Не первый и не последний;Монолитные;Евроремонт;9;Да;Да;9;2;10;1;6;1;0;3;8;2;2;8;2;19;13;2;2;8;3300000
1;52;Не первый и не последний;Монолитные;Евроремонт;9;Да;Да;9;2;10;1;6;1;0;3;8;2;2;8;2;19;13;2;2;8;3950000
2;56;Не первый и не последний;Монолитные;Евроремонт;9;Да;Да;9;2;10;1;6;1;0;3;8;2;2;8;2;19;13;2;2;8;4800000
1;34;Последний;Монолитные;Евроремонт;9;Да;Да;4;3;5;3;0;0;0;4;2;0;2;0;1;4;7;6;18;1;3600000
2;61;Не первый и не последний;Монолитные;Евроремонт;9;Да;Да;4;3;5;3;0;0;0;4;2;0;2;0;1;4;7;6;18;1;4200000
2;60;Не первый и не последний;Монолитные;Евроремонт;9;Да;Да;4;3;5;3;0;0;0;4;2;0;2;0;1;4;7;6;18;1;3890000
2;62;Не первый и не последний;Монолитные;Евроремонт;9;Да;Нет;4;3;5;3;0;0;0;4;2;0;2;0;1;4;7;6;18;1;4050000
1;32,7;Не первый и не последний;Панельные;Евроремонт;9;Да;Да;3;0;7;0;0;1;0;6;6;0;2;1;0;5;14;5;0;2;2300000
1;54;Первый;Панельные;Евроремонт;9;Нет;Да;0;0;8;0;0;0;0;1;5;0;0;0;0;2;3;1;0;1;3100000
2;76;Первый;Панельные;Евроремонт;9;Нет;Да;0;0;8;0;0;0;0;1;5;0;0;0;0;2;3;1;0;1;3895000
1;54,4;Не первый и не последний;Панельные;Евроремонт;9;Нет;Да;0;0;9;0;0;0;0;1;5;0;0;0;0;2;4;2;0;2;3080000
2;76;Не первый и не последний;Панельные;Евроремонт;9;Нет;Да;0;0;10;0;0;0;0;1;5;0;0;0;1;3;5;2;0;2;3900000
1;37;Не первый и не последний;Кирпичные;Косметический ремонт;9;Да;Да;2;4;5;2;0;0;0;2;3;1;3;1;0;2;9;5;16;1;2690000
2;85;Не первый и не последний;Кирпичные;Косметический ремонт;9;Да;Нет;11;3;8;4;15;3;1;23;9;1;4;3;1;17;13;3;1;5;6500000
2;69;Не первый и не последний;Монолитные;Косметический ремонт;9;Да;Нет;10;1;10;1;5;1;0;2;7;3;2;9;2;18;13;2;1;8;5250000
1;28;Не первый и не последний;Монолитные;Косметический ремонт;9;Да;Да;14;4;14;1;4;1;1;11;6;2;3;4;2;12;20;9;14;7;2800000
2;62;Не первый и не последний;Монолитные;Косметический ремонт;9;Нет;Да;4;3;5;3;0;0;0;4;2;0;2;0;1;4;7;6;18;1;4100000
3;84;Не первый и не последний;Монолитные;Косметический ремонт;9;Нет;Да;4;3;5;3;0;0;0;4;2;0;2;0;1;4;7;6;18;1;4600000
1;37;Не первый и не последний;Панельные;Косметический ремонт;9;Нет;Да;0;0;8;0;0;0;0;1;3;0;0;0;1;3;4;2;0;0;2300000
3;73,7;Последний;Панельные;Косметический ремонт;9;Да;Да;4;1;7;2;0;1;0;6;10;1;2;1;0;5;14;5;0;2;4800000
1;38,7;Не первый и не последний;Панельные;Косметический ремонт;9;Да;Нет;7;4;13;1;0;1;0;4;7;2;1;3;2;4;17;3;0;7;2200000
1;37;Не первый и не последний;Панельные;Косметический ремонт;9;Да;Да;3;0;7;0;0;1;0;6;6;0;2;1;0;5;14;5;0;2;2500000
1;22;Не первый и не последний;Панельные;Косметический ремонт;9;Да;Да;3;0;7;0;0;1;0;6;6;0;2;1;0;5;14;5;0;2;1850000
1;35;Не первый и не последний;Панельные;Косметический ремонт;9;Да;Да;3;1;5;0;0;1;0;5;5;0;2;0;0;4;13;4;0;2;2350000
1;39;Не первый и не последний;Панельные;Косметический ремонт;9;Да;Да;3;1;5;0;0;1;0;5;5;0;2;0;0;4;13;4;0;2;2615000
1;68,3;Не первый и не последний;Панельные;Косметический ремонт;9;Нет;Да;0;0;7;0;0;0;0;1;5;0;0;0;0;2;3;1;0;1;3450000
1;40;Не первый и не последний;Панельные;Косметический ремонт;9;Нет;Нет;0;0;10;0;0;0;0;1;6;0;0;0;0;2;4;2;0;2;1900000
2;76;Последний;Панельные;Косметический ремонт;9;Нет;Да;0;0;10;0;0;0;0;1;6;0;0;0;0;2;4;2;0;2;2970000
1;54;Не первый и не последний;Панельные;Косметический ремонт;9;Нет;Да;0;0;10;0;0;0;0;1;6;0;0;0;0;2;4;2;0;2;3150000
2;76;Не первый и не последний;Панельные;Косметический ремонт;9;Нет;Нет;0;0;10;0;0;0;0;1;5;0;0;0;1;3;5;2;0;2;4200000
3;80;Не первый и не последний;Кирпичные;Без ремонта;10;Нет;Нет;4;4;7;3;0;0;0;4;4;0;3;1;1;5;11;7;18;2;4650000
1;56;Не первый и не последний;Панельные;Без ремонта;10;Да;Да;3;1;7;1;0;1;0;6;8;1;2;1;0;5;13;4;0;2;3899000
1;47;Не первый и не последний;Кирпичные;Дизайнерский ремонт;10;Да;Нет;4;4;6;3;0;0;0;4;4;0;3;1;1;5;11;7;18;2;3399000
3;105;Не первый и не последний;Кирпичные;Дизайнерский ремонт;10;Да;Да;17;11;11;3;16;0;1;21;12;4;0;8;2;29;15;4;19;6;12250000
