RoomsCount;TotalArea;FloorType;WallType;RepairType;BuildingAge;BalconyBlockPresence;ElevatorPresence;BanksCount;BarsCount;KindergartensCount;FillingStationsCount;CafesCount;CinemasCount;SubwayStationcCount;ClothingStoresCount;PublicTransportStopsCount;CulturalParksCount;PizzeriasCount;ChildsClinicsCount;PostOfficesCount;DentalClinicsCount;GroceryStoresCount;ShoppingMallsCount;UniversitiesCount;SchoolsCount;Value
3;61;Не первый и не последний;Панельные;Евроремонт;32;Да;Да;5;0;8;4;0;1;0;9;5;0;2;3;2;4;11;4;0;5;3250000
3;73,2;Не первый и не последний;Панельные;Евроремонт;32;Да;Да;2;1;7;5;0;0;0;7;8;0;1;0;2;5;13;5;0;5;4500000
3;60;Последний;Панельные;Евроремонт;32;Да;Да;2;1;7;5;0;0;0;7;8;0;1;0;2;5;13;5;0;5;3700000
1;28,3;Последний;Панельные;Евроремонт;32;Да;Нет;0;0;2;1;0;0;0;1;1;1;0;1;0;2;2;1;0;2;1600000
4;80,5;Не первый и не последний;Панельные;Евроремонт;32;Да;Да;2;0;5;7;0;0;0;1;3;0;0;3;0;3;4;3;0;4;4100000
1;29,2;Не первый и не последний;Панельные;Евроремонт;32;Да;Да;3;1;10;2;0;0;0;1;3;0;1;1;1;2;8;1;0;3;2100000
1;29,1;Первый;Панельные;Евроремонт;32;Да;Да;3;1;10;2;0;0;0;1;3;0;1;1;1;2;8;1;0;3;1750000
4;70,7;Первый;Панельные;Евроремонт;32;Да;Нет;5;2;3;0;0;0;0;1;5;0;1;0;3;3;9;0;0;2;4000000
1;38;Не первый и не последний;Кирпичные;Косметический ремонт;32;Да;Да;2;4;5;2;0;0;0;2;3;1;3;1;1;2;9;5;17;1;2200000
1;33;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;1;0;7;0;0;0;0;2;4;1;0;1;1;0;3;0;0;4;1900000
1;29;Последний;Панельные;Косметический ремонт;32;Да;Нет;1;3;6;0;0;0;0;3;2;1;1;1;1;4;7;3;0;3;1850000
1;29;Последний;Панельные;Косметический ремонт;32;Нет;Нет;4;1;8;8;2;1;0;9;8;0;1;2;3;15;15;6;0;8;2500000
1;30;Не первый и не последний;Панельные;Косметический ремонт;32;Нет;Да;1;1;8;4;0;0;0;7;8;0;1;0;2;5;10;5;0;6;2600000
3;73,4;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;1;1;8;4;0;0;0;7;8;0;1;0;2;5;10;5;0;6;4850000
1;28;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Нет;0;0;2;1;0;0;0;1;1;1;0;1;0;2;2;1;0;2;1400000
1;42;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;37;35;8;5;45;4;1;65;10;6;6;4;1;31;16;4;24;6;3380000
1;29,2;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Нет;1;2;7;2;0;0;0;3;5;0;0;2;2;8;13;3;0;2;1540000
1;29,2;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;1;2;7;2;0;0;0;3;5;0;0;2;2;8;13;3;0;2;1550000
2;43;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Нет;1;0;1;0;0;0;0;0;4;0;0;2;1;0;2;0;0;2;2000000
2;43;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;1;0;1;0;0;0;0;0;4;0;0;2;1;0;2;0;0;2;2400000
4;74;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;4;2;5;1;0;0;0;3;3;0;0;2;2;7;14;2;0;4;3150000
3;61,1;Не первый и не последний;Панельные;Косметический ремонт;32;Да;Да;2;0;5;7;0;0;0;2;4;0;0;3;0;4;7;3;0;4;3300000
3;63;Последний;Панельные;Косметический ремонт;32;Да;Да;3;1;10;2;0;0;0;1;3;0;1;1;1;2;8;1;0;3;3250000
2;49;Не первый и не последний;Кирпичные;Евроремонт;33;Да;Нет;2;0;1;2;0;0;0;0;1;1;0;0;1;1;1;0;0;1;2500000
1;32,1;Не первый и не последний;Кирпичные;Евроремонт;33;Да;Нет;0;0;0;5;0;0;0;1;3;0;0;0;3;0;4;5;0;1;2000000
3;89,6;Последний;Панельные;Евроремонт;33;Да;Да;0;1;8;2;1;0;0;5;8;3;0;6;1;7;19;2;0;4;4500000
5;89,6;Последний;Панельные;Евроремонт;33;Да;Да;0;1;8;2;1;0;0;5;8;3;0;6;1;7;19;2;0;4;4500000
2;43,7;Не первый и не последний;Панельные;Евроремонт;33;Да;Да;16;5;9;2;5;0;1;9;8;0;2;3;4;8;17;9;16;6;3500000
2;43,1;Первый;Панельные;Евроремонт;33;Нет;Да;6;0;7;0;0;0;0;2;3;0;2;0;1;2;10;1;0;3;2600000
3;62;Первый;Панельные;Евроремонт;33;Да;Да;0;1;1;1;0;0;0;0;3;0;0;0;0;2;2;0;0;0;3000000
4;77,8;Не первый и не последний;Панельные;Евроремонт;33;Нет;Да;3;1;5;2;0;1;0;3;6;1;1;1;2;1;12;2;0;4;3800000
1;34,4;Не первый и не последний;Панельные;Евроремонт;33;Да;Да;3;1;5;4;0;1;0;3;6;1;2;1;2;3;12;2;0;4;2350000
1;20,1;Не первый и не последний;Кирпичные;Косметический ремонт;33;Да;Да;18;8;10;5;22;3;2;23;9;2;3;4;1;20;19;4;3;7;1900000
3;60,7;Не первый и не последний;Кирпичные;Косметический ремонт;33;Да;Нет;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2550000
3;74;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;2;1;7;1;0;0;0;2;3;0;0;2;2;7;13;3;0;2;3150000
4;69,8;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;14;4;9;2;6;0;0;7;7;0;1;2;3;7;16;7;16;6;4400000
2;54,2;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;1;1;5;3;0;0;0;3;4;1;0;2;2;7;11;1;0;2;2760000
4;79,5;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Нет;0;0;1;5;1;0;0;2;2;0;0;1;2;1;11;5;0;2;4120000
3;50;Первый;Панельные;Косметический ремонт;33;Нет;Нет;15;6;11;2;13;2;2;8;9;3;1;8;3;16;16;5;1;5;3450000
5;94;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;11;1;9;7;1;0;0;10;10;0;3;7;4;15;19;7;17;11;5190000
3;63;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;1;1;3800000
3;59,7;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;0;1;1;1;0;0;0;0;3;0;0;0;0;2;2;0;0;0;2950000
1;32;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Нет;2;2;9;1;1;0;0;5;12;0;1;3;2;8;17;4;1;5;2250000
2;47;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Нет;4;0;6;6;0;1;0;4;4;0;0;3;1;4;8;3;0;5;2950000
3;65;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;4;0;6;6;0;1;0;4;4;0;0;3;1;4;8;3;0;5;3500000
4;81,4;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;3;1;5;2;0;1;0;3;6;1;1;1;2;1;12;2;0;4;3600000
4;71,1;Не первый и не последний;Кирпичные;Без ремонта;34;Да;Да;9;2;8;2;5;0;0;4;6;0;1;2;3;6;14;4;11;6;4400000
1;28,7;Первый;Панельные;Без ремонта;34;Нет;Нет;4;4;6;3;0;0;0;4;4;0;3;1;1;5;11;7;18;2;2000000
3;60;Не первый и не последний;Кирпичные;Дизайнерский ремонт;34;Да;Да;68;46;16;0;49;3;3;58;12;5;3;6;4;34;27;16;27;14;6800000
3;59,2;Не первый и не последний;Панельные;Дизайнерский ремонт;34;Да;Да;6;1;8;7;1;0;0;10;8;0;3;5;2;10;16;6;0;8;5100000
1;33,2;Не первый и не последний;Кирпичные;Евроремонт;34;Да;Да;68;46;16;0;49;3;3;58;12;5;3;6;4;34;27;16;27;14;3450000
2;42,3;Последний;Панельные;Евроремонт;34;Да;Да;7;3;16;0;0;1;0;4;6;2;1;3;2;5;14;3;0;7;2190000
1;39,4;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;7;4;15;0;0;1;0;4;6;2;1;3;2;4;15;2;0;7;2050000
3;60,9;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;3;1;7;0;0;0;0;1;4;0;1;1;1;2;8;1;0;1;3377000
3;63;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;3;1;7;0;0;0;0;1;4;0;1;1;1;2;8;1;0;1;3300000
2;52;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;3;1;4;5;0;1;0;3;5;1;1;1;2;3;10;3;0;4;3300000
4;80;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;3;1;4;5;0;1;0;3;5;1;1;1;2;3;10;3;0;4;3780000
4;82,6;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;3;1;4;5;0;1;0;3;5;1;1;1;2;3;10;3;0;4;4190000
2;61;Последний;Кирпичные;Косметический ремонт;34;Да;Нет;21;1;5;0;0;0;0;7;10;2;0;4;3;18;18;0;0;7;3650000
3;63,5;Не первый и не последний;Кирпичные;Косметический ремонт;34;Да;Да;21;1;5;0;0;0;0;7;10;2;0;4;3;18;18;0;0;7;4090000
3;63;Не первый и не последний;Панельные;Косметический ремонт;34;Да;Да;3;1;5;4;0;1;0;3;6;1;2;1;2;3;12;2;0;4;3800000
2;47,1;Не первый и не последний;Панельные;Косметический ремонт;34;Да;Да;7;3;16;0;0;1;0;4;6;2;1;3;2;5;14;3;0;7;2620000
3;62,1;Последний;Панельные;Косметический ремонт;34;Да;Да;3;3;6;1;1;0;0;8;5;1;0;3;3;10;14;1;0;4;3300000
2;43;Не первый и не последний;Панельные;Косметический ремонт;34;Да;Нет;2;2;8;3;0;0;0;3;4;0;0;2;3;8;14;3;0;2;2500000
2;42,8;Не первый и не последний;Панельные;Косметический ремонт;34;Да;Да;3;1;7;0;0;0;0;1;4;0;1;1;1;2;8;1;0;1;2450000
2;43,2;Не первый и не последний;Панельные;Косметический ремонт;34;Да;Нет;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2000000
3;61;Не первый и не последний;Панельные;Без ремонта;35;Да;Да;9;1;11;2;2;0;0;7;11;4;1;8;2;8;22;3;0;8;3000000
1;30;Не первый и не последний;Панельные;Без ремонта;35;Да;Да;2;1;8;7;1;1;0;9;8;0;1;2;2;8;14;6;0;6;2350000
1;29,6;Не первый и не последний;Панельные;Без ремонта;35;Да;Да;2;1;8;7;1;1;0;9;8;0;1;2;2;8;14;6;0;6;2380000
3;59;Не первый и не последний;Панельные;Дизайнерский ремонт;35;Да;Да;3;1;8;2;0;0;0;1;4;0;1;1;1;2;8;1;0;3;3420000
2;44,8;Не первый и не последний;Кирпичные;Евроремонт;35;Да;Да;16;9;12;3;6;1;1;9;5;2;3;7;4;27;20;11;4;10;3450000
1;34,7;Не первый и не последний;Кирпичные;Евроремонт;35;Да;Да;0;0;1;2;0;0;0;0;2;0;0;0;1;2;2;1;0;2;2000000
2;49,7;Последний;Панельные;Евроремонт;35;Да;Да;3;1;4;5;0;1;0;3;7;1;2;1;2;3;13;2;0;3;3250000
4;76,9;Не первый и не последний;Панельные;Евроремонт;35;Да;Да;3;1;5;3;0;1;0;3;9;1;2;1;3;3;14;2;0;4;3650000
2;44;Первый;Панельные;Евроремонт;35;Нет;Нет;4;4;5;3;0;0;0;4;4;0;3;1;1;5;11;7;18;2;2650000
3;62;Не первый и не последний;Панельные;Евроремонт;35;Да;Нет;9;1;11;2;2;0;0;7;11;4;1;8;2;8;22;3;0;8;3999000
2;46,1;Не первый и не последний;Панельные;Евроремонт;35;Да;Да;3;1;8;2;0;0;0;1;4;0;1;1;1;2;8;1;0;4;2700000
1;30,9;Первый;Панельные;Евроремонт;35;Да;Да;3;1;4;5;0;1;0;3;5;1;1;1;2;3;11;3;0;4;1870000
1;30,1;Не первый и не последний;Панельные;Евроремонт;35;Да;Да;3;1;4;5;0;1;0;3;5;1;1;1;2;3;11;3;0;4;2200000
4;79;Не первый и не последний;Панельные;Евроремонт;35;Да;Да;3;1;5;4;0;1;0;3;8;1;2;1;3;3;13;2;0;4;3620000
4;76,5;Не первый и не последний;Панельные;Евроремонт;35;Да;Да;3;1;4;6;0;1;0;3;5;1;1;1;2;3;10;3;0;3;3900000
4;73;Не первый и не последний;Кирпичные;Косметический ремонт;35;Да;Нет;2;2;5;5;3;0;0;3;3;0;4;3;1;2;6;0;0;2;4100000
1;34,7;Не первый и не последний;Кирпичные;Косметический ремонт;35;Нет;Да;9;3;15;1;0;1;0;7;10;3;2;5;3;7;21;4;0;7;2100000
1;30,5;Последний;Панельные;Косметический ремонт;35;Да;Да;2;1;8;7;1;1;0;9;8;0;1;2;2;8;14;6;0;6;2580000
1;29,4;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;2;1;8;7;1;1;0;9;8;0;1;2;2;8;14;6;0;6;2620000
2;43;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;2;1;9;7;1;1;0;9;7;0;1;3;3;8;15;6;0;6;3500000
3;66,3;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Нет;3;1;4;6;0;1;0;3;6;1;1;1;2;3;11;2;0;4;3850000
4;78;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;3;1;4;6;0;1;0;3;5;1;1;1;2;3;10;3;0;3;3700000
3;65;Первый;Панельные;Косметический ремонт;35;Нет;Да;3;1;4;6;0;1;0;3;5;1;1;1;2;3;10;3;0;3;3200000
2;46,9;Последний;Кирпичные;Без ремонта;36;Нет;Да;17;2;2;3;5;0;1;5;4;0;0;3;2;8;9;3;0;4;3000000
3;63;Не первый и не последний;Панельные;Дизайнерский ремонт;36;Да;Да;3;0;11;3;0;0;0;2;5;1;0;1;1;1;9;1;0;6;4200000
3;62;Последний;Кирпичные;Евроремонт;36;Да;Да;17;2;2;3;5;0;1;5;4;0;0;3;2;8;9;3;0;4;4200000
3;64,8;Последний;Панельные;Евроремонт;36;Да;Да;3;1;5;5;0;1;0;3;8;1;2;1;3;3;14;2;0;3;3300000
3;56,2;Первый;Панельные;Евроремонт;36;Нет;Нет;2;1;4;2;0;0;0;2;4;0;0;4;1;8;10;1;0;3;3000000
2;43,3;Не первый и не последний;Панельные;Евроремонт;36;Да;Да;15;5;10;2;5;0;1;10;8;1;1;3;4;8;17;10;16;5;3500000
3;58,6;Первый;Панельные;Евроремонт;36;Да;Да;31;11;13;1;6;3;2;19;9;1;4;5;5;33;23;17;2;11;5500000
3;90;Не первый и не последний;Панельные;Евроремонт;36;Да;Да;31;11;13;1;6;3;2;19;9;1;4;5;5;33;23;17;2;11;6350000
3;63;Не первый и не последний;Панельные;Евроремонт;36;Да;Да;22;3;7;3;8;0;1;8;4;1;0;5;4;16;20;7;0;8;4900000
4;77,8;Не первый и не последний;Панельные;Евроремонт;36;Да;Да;3;0;11;3;0;0;0;2;5;1;0;1;1;1;9;1;0;6;3850000
3;62;Первый;Кирпичные;Косметический ремонт;36;Да;Нет;17;2;2;3;5;0;1;5;4;0;0;3;2;8;9;3;0;4;3600000
1;30,5;Не первый и не последний;Кирпичные;Косметический ремонт;36;Да;Нет;4;1;9;2;0;0;0;3;3;0;0;2;2;7;17;3;0;4;1550000
4;83;Последний;Кирпичные;Косметический ремонт;36;Да;Да;8;6;12;3;2;0;0;5;7;2;2;9;5;15;16;6;2;5;4700000
2;46;Не первый и не последний;Кирпичные;Косметический ремонт;36;Да;Да;48;40;11;6;52;4;1;71;15;7;7;6;2;42;16;7;42;9;4400000
2;43;Не первый и не последний;Кирпичные;Косметический ремонт;36;Да;Нет;67;53;13;2;69;4;3;63;12;6;9;9;2;46;21;14;49;10;4500000
2;47;Первый;Панельные;Косметический ремонт;36;Нет;Да;3;1;5;3;0;1;0;3;9;1;2;1;2;3;13;2;0;4;2860000
2;43;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Да;3;1;5;3;0;1;0;3;10;1;2;1;2;3;13;2;0;4;2670000
3;58;Последний;Панельные;Косметический ремонт;36;Да;Нет;4;2;5;3;0;0;0;3;2;0;2;0;1;3;6;4;17;1;3300000
2;42,8;Не первый и не последний;Панельные;Косметический ремонт;36;Нет;Нет;31;11;13;1;6;3;2;19;9;1;4;5;5;33;23;17;2;11;3900000
3;59;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Да;31;11;13;1;6;3;2;19;9;1;4;5;5;33;23;17;2;11;5000000
3;60;Первый;Панельные;Косметический ремонт;36;Да;Да;30;11;16;2;15;3;3;45;5;4;4;2;3;33;22;14;10;10;3950000
2;44;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Да;22;3;7;3;8;0;1;8;4;1;0;5;4;16;20;7;0;8;3950000
2;43;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Да;4;1;8;6;1;0;0;9;8;0;1;2;2;10;15;6;0;7;3350000
3;64,2;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Нет;2;0;6;8;0;1;0;2;5;0;0;3;1;5;9;5;0;6;3500000
1;33;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Да;5;1;7;5;0;1;0;10;5;0;2;3;2;5;12;4;0;7;2230000
4;62,1;Не первый и не последний;Кирпичные;Без ремонта;37;Да;Нет;2;0;1;2;0;0;0;0;1;1;0;0;1;1;1;0;0;1;2699000
3;57,9;Первый;Панельные;Без ремонта;37;Нет;Нет;3;1;5;3;0;1;0;3;8;1;2;1;2;3;12;2;0;4;2960000
2;59,55;Не первый и не последний;Панельные;Без ремонта;37;Да;Да;4;4;5;3;0;0;0;4;3;0;2;0;1;5;8;6;18;1;3500000
3;57,6;Последний;Панельные;Евроремонт;37;Да;Да;3;1;5;3;0;1;0;3;10;1;2;1;2;3;12;2;0;4;3450000
4;67,3;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;2;0;4;2;0;1;0;2;2;1;1;3;1;4;2;0;2;4;3700000
2;43,4;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;18;6;11;4;9;0;1;7;5;1;0;3;4;20;24;9;2;10;3850000
3;59,5;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;18;6;11;4;9;0;1;7;5;1;0;3;4;20;24;9;2;10;4950000
2;45,3;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;6;1;8;8;2;1;0;10;8;0;2;2;4;17;17;8;3;9;3390000
4;72,4;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;2;3;9;0;1;0;0;6;9;0;1;7;3;11;21;4;7;12;4150000
3;75,4;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;2;3;9;0;1;0;0;6;9;0;1;7;3;11;21;4;7;12;4150000
4;75,4;Не первый и не последний;Панельные;Евроремонт;37;Да;Да;2;3;9;0;1;0;0;6;9;0;1;7;3;11;21;4;7;12;4150000
3;58;Не первый и не последний;Панельные;Косметический ремонт;37;Да;Нет;3;1;5;3;0;1;0;3;9;1;2;1;2;3;13;2;0;4;2950000
1;29;Не первый и не последний;Панельные;Косметический ремонт;37;Да;Нет;3;1;5;3;0;1;0;3;10;1;2;1;2;3;12;2;0;4;2200000
1;31;Не первый и не последний;Панельные;Косметический ремонт;37;Да;Да;18;6;11;4;9;0;1;7;5;1;0;3;4;20;24;9;2;10;2800000
2;43;Не первый и не последний;Панельные;Косметический ремонт;37;Да;Да;18;6;11;4;9;0;1;7;5;1;0;3;4;20;24;9;2;10;3670000
3;56,1;Не первый и не последний;Панельные;Косметический ремонт;37;Да;Да;11;3;9;8;3;1;1;12;7;0;2;2;5;20;17;11;3;9;4050000
3;62,3;Не первый и не последний;Панельные;Косметический ремонт;37;Да;Да;9;2;7;2;6;1;0;18;10;1;3;5;1;12;9;4;1;6;4200000
2;53;Не первый и не последний;Панельные;Без ремонта;38;Да;Да;11;2;14;0;2;0;0;6;13;6;1;8;2;14;24;3;0;9;2900000
4;67,2;Первый;Панельные;Без ремонта;38;Да;Да;0;1;4;1;0;0;0;5;3;0;0;1;1;1;4;0;0;2;2850000
2;45;Не первый и не последний;Панельные;Без ремонта;38;Да;Да;3;1;10;3;0;0;0;1;4;0;1;1;1;2;9;1;0;4;2500000
2;44,7;Не первый и не последний;Кирпичные;Евроремонт;38;Да;Да;1;4;7;2;0;1;0;7;6;0;1;1;1;4;9;3;0;2;2650000
1;31,3;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;3;2;5;4;2;0;0;3;5;1;0;6;3;5;8;3;0;2;2650000
2;43;Первый;Панельные;Евроремонт;38;Да;Да;19;5;7;3;9;0;1;7;7;0;0;5;4;15;19;7;0;7;3000000
3;59,8;Первый;Панельные;Евроремонт;38;Да;Да;19;5;7;3;9;0;1;7;7;0;0;5;4;15;19;7;0;7;3950000
2;43,2;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;16;7;12;5;7;0;0;7;6;2;2;2;4;24;24;9;2;6;3650000
3;58,2;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;16;7;12;5;7;0;0;7;6;2;2;2;4;24;24;9;2;6;5050000
1;30;Не первый и не последний;Панельные;Евроремонт;38;Да;Нет;2;1;10;1;0;0;0;4;13;0;1;3;2;9;17;3;1;5;2250000
3;62,7;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;2;2;8;0;0;0;0;5;10;0;1;3;2;6;12;2;1;6;4000000
2;43;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;7;2;7;3;1;0;0;7;8;0;1;7;4;15;20;5;7;9;2650000
1;30;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;3;1;10;3;0;0;0;1;4;0;1;1;1;2;9;1;0;4;2100000
1;30,5;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;3;1;9;3;0;0;0;2;4;0;1;3;2;3;11;1;0;6;1800000
2;43,2;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;3;1;9;3;0;0;0;2;4;0;1;3;2;3;11;1;0;6;2500000
1;40,1;Не первый и не последний;Кирпичные;Косметический ремонт;38;Да;Да;6;3;10;5;0;1;0;10;6;1;2;3;2;5;14;6;0;7;2300000
2;48,1;Не первый и не последний;Кирпичные;Косметический ремонт;38;Да;Да;4;2;9;2;0;0;0;3;5;0;0;2;3;9;16;3;0;4;2450000
3;64,9;Первый;Панельные;Косметический ремонт;38;Да;Нет;11;2;14;0;2;0;0;6;13;6;1;8;2;14;24;3;0;9;3900000
2;43;Не первый и не последний;Панельные;Косметический ремонт;38;Да;Да;9;2;7;2;4;0;0;3;5;1;1;2;3;6;15;4;16;6;3230000
2;42,2;Не первый и не последний;Панельные;Косметический ремонт;38;Да;Нет;2;3;9;1;1;0;0;6;11;0;1;7;2;8;18;4;7;8;2530000
3;65,6;Последний;Панельные;Косметический ремонт;38;Да;Нет;6;0;5;0;2;0;0;1;6;2;2;9;2;6;7;3;3;4;3730000
1;30;Не первый и не последний;Панельные;Косметический ремонт;38;Да;Нет;2;2;9;1;1;0;0;5;11;0;1;3;2;8;17;4;1;5;1930000
3;56,1;Последний;Панельные;Косметический ремонт;38;Да;Нет;2;2;9;1;1;0;0;5;11;0;1;3;2;8;17;4;1;5;2700000
1;30,7;Первый;Кирпичные;Евроремонт;39;Нет;Нет;3;3;10;2;0;0;0;2;10;0;0;3;2;5;10;0;0;7;1800000
2;53,7;Не первый и не последний;Кирпичные;Евроремонт;39;Да;Да;39;33;13;4;40;2;1;16;7;2;0;7;3;21;18;10;10;8;4390000
2;41;Последний;Кирпичные;Евроремонт;39;Да;Да;8;1;6;0;7;0;0;8;3;1;0;1;2;7;12;1;28;4;2820000
1;30;Не первый и не последний;Панельные;Евроремонт;39;Да;Да;3;3;9;1;1;0;0;5;12;0;1;7;2;9;19;5;5;6;2200000
2;43,6;Не первый и не последний;Панельные;Евроремонт;39;Да;Да;3;3;9;1;1;0;0;5;12;0;1;7;2;9;19;5;5;6;2900000
1;29;Не первый и не последний;Панельные;Евроремонт;39;Да;Нет;0;0;3;1;0;0;0;1;1;1;0;2;0;2;2;1;0;2;1600000
1;24,5;Первый;Панельные;Евроремонт;39;Нет;Нет;2;3;11;0;1;0;0;5;9;0;1;7;3;11;21;5;7;10;1785000
1;29;Первый;Панельные;Евроремонт;39;Нет;Нет;2;3;11;0;1;0;0;6;10;0;1;7;3;10;19;5;7;10;1900000
1;33,4;Не первый и не последний;Панельные;Евроремонт;39;Да;Нет;3;3;8;1;1;0;0;6;10;0;1;7;3;15;19;5;7;11;2300000
1;29;Последний;Панельные;Евроремонт;39;Да;Да;3;4;5;3;2;0;0;4;7;2;2;9;2;6;8;5;0;2;2580000
3;59,1;Последний;Кирпичные;Косметический ремонт;39;Да;Да;2;4;5;2;0;0;0;2;3;1;3;1;0;2;9;5;18;1;3300000
2;45;Не первый и не последний;Панельные;Косметический ремонт;39;Да;Да;38;11;15;2;15;0;3;15;6;2;1;4;4;24;26;9;7;12;3300000
3;60,6;Первый;Панельные;Косметический ремонт;39;Да;Да;4;0;5;5;1;1;0;3;3;0;1;4;1;6;14;4;1;5;3240000
3;63,5;Первый;Панельные;Косметический ремонт;39;Да;Да;6;3;11;5;0;1;0;10;6;1;2;4;2;5;15;6;0;8;3400000
3;60;Последний;Панельные;Косметический ремонт;39;Да;Да;40;15;15;2;17;0;3;16;6;2;1;4;5;28;29;10;7;13;4600000
1;36,9;Не первый и не последний;Панельные;Косметический ремонт;39;Да;Да;5;1;4;2;0;1;0;8;8;0;1;0;1;2;12;1;1;4;2150000
2;44;Не первый и не последний;Панельные;Косметический ремонт;39;Да;Да;3;3;8;1;1;0;0;6;10;0;1;7;3;15;19;5;7;11;3000000
4;70,1;Не первый и не последний;Панельные;Косметический ремонт;39;Да;Да;3;4;5;3;2;0;0;4;7;2;2;9;2;6;8;5;0;2;4220000
2;53;Не первый и не последний;Смешанные;Косметический ремонт;39;Да;Нет;6;3;11;4;0;1;0;9;6;1;2;4;2;5;13;5;0;8;2700000
3;62;Не первый и не последний;Смешанные;Косметический ремонт;39;Да;Нет;6;3;11;4;0;1;0;9;6;1;2;4;2;5;13;5;0;8;3600000
3;61,4;Первый;Панельные;Без ремонта;40;Да;Да;2;0;5;3;1;1;0;3;3;0;0;3;3;4;12;5;0;7;3200000
3;60;Не первый и не последний;Панельные;Без ремонта;40;Да;Нет;3;1;10;3;0;0;0;1;3;0;1;1;1;2;10;1;0;6;2800000
1;35,2;Не первый и не последний;Панельные;Без ремонта;40;Да;Да;16;9;12;3;6;1;1;13;4;2;3;5;4;27;21;12;4;9;2600000
1;30;Не первый и не последний;Панельные;Дизайнерский ремонт;40;Да;Да;16;9;12;3;6;1;1;13;4;2;3;5;4;27;21;12;4;9;2790000
2;47,7;Последний;Кирпичные;Евроремонт;40;Да;Да;9;2;9;2;5;0;0;5;5;0;1;2;3;7;16;4;15;6;2950000
1;29,3;Последний;Кирпичные;Евроремонт;40;Да;Да;4;1;13;3;0;0;0;2;6;0;1;1;2;3;14;1;0;7;1800000
3;62;Последний;Панельные;Евроремонт;40;Да;Да;4;1;12;3;0;0;0;3;6;0;1;1;2;3;13;1;0;5;3150000
4;70;Не первый и не последний;Панельные;Евроремонт;40;Да;Да;4;1;12;3;0;0;0;3;6;0;1;1;2;3;13;1;0;5;3980000
4;72;Не первый и не последний;Панельные;Евроремонт;40;Да;Да;4;1;12;3;0;0;0;3;6;0;1;1;2;3;13;1;0;5;3970000
3;70;Не первый и не последний;Панельные;Евроремонт;40;Да;Да;4;1;12;3;0;0;0;3;6;0;1;1;2;3;13;1;0;5;4000000
3;76;Не первый и не последний;Панельные;Евроремонт;40;Да;Да;4;1;12;3;0;0;0;3;6;0;1;1;2;3;13;1;0;5;3680000
